station,datetime,snow.water.eq.inches
19L17S,1993-01-01,8.2
19L17S,1993-02-01,14.4
19L17S,1993-03-01,19.3
19L17S,1993-04-01,20.9
19L17S,1993-05-01,14.3
19L17S,1993-06-01,0
19L17S,1994-01-01,2.3
19L17S,1994-02-01,2.9
19L17S,1994-03-01,7.5
19L17S,1994-04-01,8.4
19L17S,1994-05-01,1.1
19L17S,1994-06-01,0
19L17S,1995-01-01,6.4
19L17S,1995-02-01,15.6
19L17S,1995-03-01,16.7
19L17S,1995-04-01,32.2
19L17S,1995-05-01,32.1
19L17S,1995-06-01,20.5
19L17S,1996-01-01,3.4
19L17S,1996-02-01,9
19L17S,1996-03-01,15.2
19L17S,1996-04-01,20.3
19L17S,1996-05-01,14
19L17S,1996-06-01,0
19L17S,1997-01-01,18.1
19L17S,1997-02-01,27.2
19L17S,1997-03-01,28.6
19L17S,1997-04-01,24.3
19L17S,1997-05-01,12.9
19L17S,1997-06-01,0
19L17S,1998-01-01,3.7
19L17S,1998-02-01,8.1
19L17S,1998-03-01,18
19L17S,1998-04-01,23.9
19L17S,1998-05-01,20.3
19L17S,1998-06-01,11.9
19L17S,1999-01-01,4.2
19L17S,1999-02-01,9
19L17S,1999-03-01,14.6
19L17S,1999-04-01,15.3
19L17S,1999-05-01,16.4
19L17S,1999-06-01,0
19L17S,2000-01-01,0.6
19L17S,2000-02-01,5.9
19L17S,2000-03-01,11.3
19L17S,2000-04-01,12.1
19L17S,2000-05-01,3.1
19L17S,2000-06-01,0
19L17S,2001-01-01,1.8
19L17S,2001-02-01,4.5
19L17S,2001-03-01,8.3
19L17S,2001-04-01,8
19L17S,2001-05-01,3.9
19L17S,2001-06-01,0
19L17S,2002-01-01,9.6
19L17S,2002-02-01,9.6
19L17S,2002-03-01,10.5
19L17S,2002-04-01,12.3
19L17S,2002-05-01,5.2
19L17S,2002-06-01,0
19L17S,2003-01-01,12.9
19L17S,2003-02-01,13.2
19L17S,2003-03-01,15.1
19L17S,2003-04-01,18.5
19L17S,2003-05-01,20.2
19L17S,2003-06-01,0
19L17S,2004-01-01,8.4
19L17S,2004-02-01,10
19L17S,2004-03-01,16.1
19L17S,2004-04-01,12
19L17S,2004-05-01,0
19L17S,2004-06-01,0
19L17S,2005-01-01,10.7
19L17S,2005-02-01,20.3
19L17S,2005-03-01,24.3
19L17S,2005-04-01,30.2
19L17S,2005-05-01,24.3
19L17S,2005-06-01,0
19L17S,2006-01-01,12.2
19L17S,2006-02-01,18.6
19L17S,2006-03-01,20.4
19L17S,2006-04-01,29.6
19L17S,2006-05-01,27.7
19L17S,2006-06-01,0
19L17S,2007-01-01,0.9
19L17S,2007-02-01,1.8
19L17S,2007-03-01,4.5
19L17S,2007-04-01,3.6
19L17S,2007-05-01,0
19L17S,2007-06-01,0
19L17S,2008-01-01,2.5
19L17S,2008-02-01,12.8
19L17S,2008-03-01,19
19L17S,2008-04-01,19.5
19L17S,2008-05-01,9
19L17S,2008-06-01,0
19L17S,2009-01-01,2.9
19L17S,2009-02-01,5.9
19L17S,2009-03-01,8.3
19L17S,2009-04-01,11.6
19L17S,2009-05-01,3.5
19L17S,2009-06-01,0
19L17S,2010-01-01,4.8
19L17S,2010-02-01,9.8
19L17S,2010-03-01,15
19L17S,2010-04-01,16.3
19L17S,2010-05-01,16.9
19L17S,2010-06-01,0
19L17S,2011-01-01,16
19L17S,2011-02-01,17.5
19L17S,2011-03-01,21.7
19L17S,2011-04-01,33.3
19L17S,2011-05-01,26
19L17S,2011-06-01,5.8
19L17S,2012-01-01,0.3
19L17S,2012-02-01,3.7
19L17S,2012-03-01,4.6
19L17S,2012-04-01,6
19L17S,2012-05-01,0
19L17S,2012-06-01,0
19L17S,2013-01-01,8.8
19L17S,2013-02-01,10.2
19L17S,2013-03-01,11
19L17S,2013-04-01,9.9
19L17S,2013-05-01,0
19L17S,2013-06-01,0
19L17S,2014-01-01,0.8
19L17S,2014-02-01,2.6
19L17S,2014-03-01,6.1
19L17S,2014-04-01,6.9
19L17S,2014-05-01,0
19L17S,2014-06-01,0
19L19S,1979-01-01,7.6
19L19S,1979-02-01,18.9
19L19S,1979-03-01,31.8
19L19S,1979-04-01,39.6
19L19S,1979-05-01,38.6
19L19S,1979-06-01,7.3
19L19S,1980-01-01,13.2
19L19S,1980-02-01,33.3
19L19S,1980-03-01,55
19L19S,1980-04-01,60
19L19S,1980-05-01,56.4
19L19S,1980-06-01,41.9
19L19S,1981-01-01,4.5
19L19S,1981-02-01,13.6
19L19S,1981-03-01,18
19L19S,1981-04-01,27.8
19L19S,1981-05-01,20.5
19L19S,1981-06-01,0
19L19S,1982-01-01,26.3
19L19S,1982-02-01,38.8
19L19S,1982-03-01,43
19L19S,1982-04-01,56.8
19L19S,1982-05-01,54.1
19L19S,1982-06-01,27.7
19L19S,1983-01-01,25.6
19L19S,1983-02-01,36.2
19L19S,1983-03-01,52.4
19L19S,1983-04-01,61.8
19L19S,1983-05-01,63
19L19S,1983-06-01,60.2
19L19S,1984-01-01,33.4
19L19S,1984-02-01,32.7
19L19S,1984-03-01,36.6
19L19S,1984-04-01,38
19L19S,1984-05-01,36.6
19L19S,1984-06-01,0
19L19S,1985-01-01,18.5
19L19S,1985-02-01,18.8
19L19S,1985-03-01,23.5
19L19S,1985-04-01,31.9
19L19S,1985-05-01,16
19L19S,1985-06-01,0
19L19S,1986-01-01,15.1
19L19S,1986-02-01,19.3
19L19S,1986-03-01,49.4
19L19S,1986-04-01,54.4
19L19S,1986-05-01,44.5
19L19S,1986-06-01,13.9
19L19S,1987-01-01,1.8
19L19S,1987-02-01,6.4
19L19S,1987-03-01,12.6
19L19S,1987-04-01,17.2
19L19S,1987-05-01,3.5
19L19S,1987-06-01,0
19L19S,1988-01-01,9.4
19L19S,1988-02-01,17.6
19L19S,1988-03-01,18.5
19L19S,1988-04-01,15.6
19L19S,1988-05-01,7.4
19L19S,1988-06-01,0.4
19L19S,1989-01-01,15
19L19S,1989-02-01,17.5
19L19S,1989-03-01,21.6
19L19S,1989-04-01,32.5
19L19S,1989-05-01,23.7
19L19S,1989-06-01,0
19L19S,1990-01-01,5.5
19L19S,1990-02-01,10
19L19S,1990-03-01,15.4
19L19S,1990-04-01,16.5
19L19S,1990-05-01,6.6
19L19S,1990-06-01,1.3
19L19S,1991-01-01,3.6
19L19S,1991-02-01,3.9
19L19S,1991-03-01,5.6
19L19S,1991-04-01,22.5
19L19S,1991-05-01,21.3
19L19S,1991-06-01,2.8
19L19S,1992-01-01,8.3
19L19S,1992-02-01,10.3
19L19S,1992-03-01,18.5
19L19S,1992-04-01,21.3
19L19S,1992-05-01,1.9
19L19S,1992-06-01,0
19L19S,1993-01-01,14.7
19L19S,1993-02-01,31.1
19L19S,1993-03-01,40.8
19L19S,1993-04-01,47.9
19L19S,1993-05-01,47.7
19L19S,1993-06-01,15.8
19L19S,1994-01-01,5.1
19L19S,1994-02-01,7.8
19L19S,1994-03-01,17.8
19L19S,1994-04-01,18.6
19L19S,1994-05-01,12
19L19S,1994-06-01,0
19L19S,1995-01-01,16.2
19L19S,1995-02-01,38.4
19L19S,1995-03-01,39.4
19L19S,1995-04-01,66
19L19S,1995-05-01,73.3
19L19S,1995-06-01,65.4
19L19S,1996-01-01,9.3
19L19S,1996-02-01,21.1
19L19S,1996-03-01,36.5
19L19S,1996-04-01,45.7
19L19S,1996-05-01,37.9
19L19S,1996-06-01,12.8
19L19S,1997-01-01,30.7
19L19S,1997-02-01,52
19L19S,1997-03-01,48.6
19L19S,1997-04-01,46.4
19L19S,1997-05-01,33.4
19L19S,1997-06-01,0
19L19S,1998-01-01,9.8
19L19S,1998-02-01,21.4
19L19S,1998-03-01,44.3
19L19S,1998-04-01,51
19L19S,1998-05-01,51.4
19L19S,1998-06-01,50.6
19L19S,1999-01-01,12.9
19L19S,1999-02-01,24.3
19L19S,1999-03-01,38.5
19L19S,1999-04-01,43.3
19L19S,1999-05-01,49.3
19L19S,1999-06-01,17.2
19L19S,2000-01-01,2
19L19S,2000-02-01,15.7
19L19S,2000-03-01,29.6
19L19S,2000-04-01,29.4
19L19S,2000-05-01,20.1
19L19S,2000-06-01,0
19L19S,2001-01-01,5.3
19L19S,2001-02-01,10.5
19L19S,2001-03-01,19.8
19L19S,2001-04-01,21
19L19S,2001-05-01,19.8
19L19S,2001-06-01,0
19L19S,2002-01-01,20.7
19L19S,2002-02-01,24
19L19S,2002-03-01,27.5
19L19S,2002-04-01,35
19L19S,2002-05-01,26.3
19L19S,2002-06-01,0
19L19S,2003-01-01,20
19L19S,2003-02-01,23.9
19L19S,2003-03-01,28
19L19S,2003-04-01,31.7
19L19S,2003-05-01,38.9
19L19S,2003-06-01,13.1
19L19S,2004-01-01,19.7
19L19S,2004-02-01,23.6
19L19S,2004-03-01,36.4
19L19S,2004-04-01,33
19L19S,2004-05-01,19.2
19L19S,2004-06-01,0
19L19S,2005-01-01,18.2
19L19S,2005-02-01,30.1
19L19S,2005-03-01,35.5
19L19S,2005-04-01,44.1
19L19S,2005-05-01,44.3
19L19S,2005-06-01,19.8
19L19S,2006-01-01,21.9
19L19S,2006-02-01,32.4
19L19S,2006-03-01,39.5
19L19S,2006-04-01,54.3
19L19S,2006-05-01,63.1
19L19S,2006-06-01,28
19L19S,2007-01-01,5.7
19L19S,2007-02-01,7.3
19L19S,2007-03-01,17.5
19L19S,2007-04-01,14.2
19L19S,2007-05-01,7.1
19L19S,2007-06-01,0
19L19S,2008-01-01,7
19L19S,2008-02-01,18.9
19L19S,2008-03-01,28.1
19L19S,2008-04-01,28.1
19L19S,2008-05-01,18.9
19L19S,2008-06-01,0
19L19S,2009-01-01,9
19L19S,2009-02-01,14.4
19L19S,2009-03-01,22.6
19L19S,2009-04-01,32.5
19L19S,2009-05-01,28.5
19L19S,2009-06-01,0
19L19S,2010-01-01,11.1
19L19S,2010-02-01,22.8
19L19S,2010-03-01,30.1
19L19S,2010-04-01,34.1
19L19S,2010-05-01,37.3
19L19S,2010-06-01,25.8
19L19S,2011-01-01,25.3
19L19S,2011-02-01,27.6
19L19S,2011-03-01,36.3
19L19S,2011-04-01,53.1
19L19S,2011-05-01,52.8
19L19S,2011-06-01,41.1
19L19S,2012-01-01,1
19L19S,2012-02-01,7.7
19L19S,2012-03-01,9.8
19L19S,2012-04-01,17.1
19L19S,2012-05-01,8.2
19L19S,2012-06-01,0
19L19S,2013-01-01,20.3
19L19S,2013-02-01,22.7
19L19S,2013-03-01,23.9
19L19S,2013-04-01,22.8
19L19S,2013-05-01,5.5
19L19S,2013-06-01,0
19L19S,2014-01-01,3.7
19L19S,2014-02-01,7
19L19S,2014-03-01,13.3
19L19S,2014-04-01,17.2
19L19S,2014-05-01,8.5
19L19S,2014-06-01,0
19L24S,1979-01-01,7.4
19L24S,1979-02-01,12.4
19L24S,1979-03-01,21.2
19L24S,1979-04-01,27.8
19L24S,1979-05-01,23.7
19L24S,1979-06-01,0
19L24S,1980-01-01,8.6
19L24S,1980-02-01,22.3
19L24S,1980-03-01,32.4
19L24S,1980-04-01,38.6
19L24S,1980-05-01,35.2
19L24S,1980-06-01,18.2
19L24S,1981-01-01,3.7
19L24S,1981-02-01,9.4
19L24S,1981-03-01,11.3
19L24S,1981-04-01,17
19L24S,1981-05-01,9.5
19L24S,1981-06-01,0
19L24S,1982-01-01,16.8
19L24S,1982-02-01,29.2
19L24S,1982-03-01,35.2
19L24S,1982-04-01,44.1
19L24S,1982-05-01,38.1
19L24S,1982-06-01,7.8
19L24S,1983-01-01,19.8
19L24S,1983-02-01,28
19L24S,1983-03-01,40.8
19L24S,1983-04-01,50.9
19L24S,1983-05-01,56.4
19L24S,1983-06-01,31.6
19L24S,1984-01-01,23.6
19L24S,1984-02-01,24.5
19L24S,1984-03-01,31
19L24S,1984-04-01,32.5
19L24S,1984-05-01,27.5
19L24S,1984-06-01,0
19L24S,1985-01-01,12
19L24S,1985-02-01,12.5
19L24S,1985-03-01,16
19L24S,1985-04-01,25.5
19L24S,1985-05-01,9.1
19L24S,1985-06-01,0
19L24S,1986-01-01,10.7
19L24S,1986-02-01,14.7
19L24S,1986-03-01,39.8
19L24S,1986-04-01,44.6
19L24S,1986-05-01,32.3
19L24S,1986-06-01,2
19L24S,1987-01-01,2.3
19L24S,1987-02-01,7.2
19L24S,1987-03-01,13.6
19L24S,1987-04-01,18.8
19L24S,1987-05-01,4.4
19L24S,1987-06-01,0
19L24S,1988-01-01,9.3
19L24S,1988-02-01,15
19L24S,1988-03-01,15
19L24S,1988-04-01,9.1
19L24S,1988-05-01,0
19L24S,1988-06-01,0
19L24S,1989-01-01,12.8
19L24S,1989-02-01,14.5
19L24S,1989-03-01,17.2
19L24S,1989-04-01,27.2
19L24S,1989-05-01,16.2
19L24S,1989-06-01,0
19L24S,1990-01-01,3.8
19L24S,1990-02-01,6.8
19L24S,1990-03-01,11.6
19L24S,1990-04-01,11
19L24S,1990-05-01,0.4
19L24S,1990-06-01,1.2
19L24S,1991-01-01,4.6
19L24S,1991-02-01,5.1
19L24S,1991-03-01,5.6
19L24S,1991-04-01,17.3
19L24S,1991-05-01,14.2
19L24S,1991-06-01,0
19L24S,1992-01-01,8.3
19L24S,1992-02-01,9.4
19L24S,1992-03-01,12.1
19L24S,1992-04-01,14.6
19L24S,1992-05-01,0
19L24S,1992-06-01,0
19L24S,1993-01-01,18.7
19L24S,1993-02-01,28.8
19L24S,1993-03-01,35.1
19L24S,1993-04-01,37.1
19L24S,1993-05-01,24
19L24S,1993-06-01,0
19L24S,1994-01-01,4.4
19L24S,1994-02-01,5.7
19L24S,1994-03-01,12.5
19L24S,1994-04-01,12.6
19L24S,1994-05-01,4.2
19L24S,1994-06-01,0
19L24S,1995-01-01,13
19L24S,1995-02-01,26
19L24S,1995-03-01,27.6
19L24S,1995-04-01,42.6
19L24S,1995-05-01,48.5
19L24S,1995-06-01,38.5
19L24S,1996-01-01,3.9
19L24S,1996-02-01,16.9
19L24S,1996-03-01,26
19L24S,1996-04-01,33.2
19L24S,1996-05-01,25.4
19L24S,1996-06-01,0
19L24S,1997-01-01,21.5
19L24S,1997-02-01,32.1
19L24S,1997-03-01,33.9
19L24S,1997-04-01,29.2
19L24S,1997-05-01,15.9
19L24S,1997-06-01,0
19L24S,1998-01-01,7.5
19L24S,1998-02-01,16.5
19L24S,1998-03-01,28.9
19L24S,1998-04-01,35.4
19L24S,1998-05-01,34.8
19L24S,1998-06-01,31.6
19L24S,1999-01-01,8.7
19L24S,1999-02-01,18.2
19L24S,1999-03-01,34.6
19L24S,1999-04-01,36
19L24S,1999-05-01,38.1
19L24S,1999-06-01,7.4
19L24S,2000-01-01,3
19L24S,2000-02-01,13.3
19L24S,2000-03-01,21.6
19L24S,2000-04-01,21.4
19L24S,2000-05-01,11.2
19L24S,2000-06-01,0
19L24S,2001-01-01,4.4
19L24S,2001-02-01,7.4
19L24S,2001-03-01,11.9
19L24S,2001-04-01,9.1
19L24S,2001-05-01,5.7
19L24S,2001-06-01,0
19L24S,2002-01-01,13.8
19L24S,2002-02-01,14.9
19L24S,2002-03-01,16.2
19L24S,2002-04-01,20.3
19L24S,2002-05-01,11.5
19L24S,2002-06-01,0
19L24S,2003-01-01,15.9
19L24S,2003-02-01,16.9
19L24S,2003-03-01,18.5
19L24S,2003-04-01,19.8
19L24S,2003-05-01,26.4
19L24S,2003-06-01,0.8
19L24S,2004-01-01,12.7
19L24S,2004-02-01,15.6
19L24S,2004-03-01,23.3
19L24S,2004-04-01,19.1
19L24S,2004-05-01,4.5
19L24S,2004-06-01,0
19L24S,2005-01-01,15.7
19L24S,2005-02-01,24.4
19L24S,2005-03-01,29.6
19L24S,2005-04-01,36.7
19L24S,2005-05-01,35.2
19L24S,2005-06-01,9.4
19L24S,2006-01-01,16.9
19L24S,2006-02-01,24.5
19L24S,2006-03-01,29.3
19L24S,2006-04-01,38.3
19L24S,2006-05-01,39.8
19L24S,2006-06-01,2.4
19L24S,2007-01-01,5.7
19L24S,2007-02-01,8
19L24S,2007-03-01,14.7
19L24S,2007-04-01,12.4
19L24S,2007-05-01,3.2
19L24S,2007-06-01,0
19L24S,2008-01-01,4.6
19L24S,2008-02-01,17.2
19L24S,2008-03-01,22.3
19L24S,2008-04-01,20.7
19L24S,2008-05-01,8.1
19L24S,2008-06-01,0
19L24S,2009-01-01,6.7
19L24S,2009-02-01,9.6
19L24S,2009-03-01,13.2
19L24S,2009-04-01,18.6
19L24S,2009-05-01,10.4
19L24S,2009-06-01,0
19L24S,2010-01-01,7.3
19L24S,2010-02-01,13
19L24S,2010-03-01,17.9
19L24S,2010-04-01,21.5
19L24S,2010-05-01,23.3
19L24S,2010-06-01,11.2
19L24S,2011-01-01,21.7
19L24S,2011-02-01,22.2
19L24S,2011-03-01,29.2
19L24S,2011-04-01,43.3
19L24S,2011-05-01,42.1
19L24S,2011-06-01,31.7
19L24S,2012-01-01,1.4
19L24S,2012-02-01,7.2
19L24S,2012-03-01,9.4
19L24S,2012-04-01,15.5
19L24S,2012-05-01,4.4
19L24S,2012-06-01,0
19L24S,2013-01-01,13.2
19L24S,2013-02-01,15.4
19L24S,2013-03-01,15.8
19L24S,2013-04-01,15
19L24S,2013-05-01,0
19L24S,2013-06-01,0
19L24S,2014-01-01,2.9
19L24S,2014-02-01,5.5
19L24S,2014-03-01,13.6
19L24S,2014-04-01,15.2
19L24S,2014-05-01,4.9
19L24S,2014-06-01,0
19L34,1976-01-23,1.2
19L34,1976-02-27,3.3
19L34,1976-03-25,4.8
19L34,1976-05-01,0
19L34,1977-01-26,2.3
19L34,1977-02-26,4.2
19L34,1977-03-29,5.1
19L34,1977-04-26,0
19L34,1977-12-27,0
19L34,1978-01-24,21.6
19L34,1978-02-24,31.7
19L34,1978-03-28,34.2
19L34,1978-04-26,32.5
19L34,1979-01-26,10.2
19L34,1979-02-27,16.6
19L34,1979-03-29,19.3
19L34,1979-04-25,15.7
19L34,1980-01-30,14.2
19L34,1980-02-26,25.9
19L34,1980-03-26,31.1
19L34,1981-02-02,7.5
19L34,1981-02-27,66.3
19L34,1981-03-30,11.7
19L34,1982-01-29,18.4
19L34,1982-02-23,19
19L34,1982-04-08,29.4
19L34,1982-04-27,25.4
19L34,1983-01-25,19.8
19L34,1983-03-04,35.2
19L34,1983-04-01,37.2
19L34,1984-01-25,14.2
19L34,1984-02-28,18
19L34,1984-03-27,16.8
19L34,1985-01-29,10.1
19L34,1985-02-25,12.8
19L34,1985-04-01,16.3
19L34,1986-01-27,9.6
19L34,1986-02-25,34.4
19L34,1986-03-25,34
19L34,1986-12-27,9.6
19L34,1987-01-01,0
19L34,1987-01-29,2.8
19L34,1987-02-26,7.7
19L34,1987-03-30,9
19L34,1988-01-26,9.2
19L34,1988-02-23,8.5
19L34,1988-03-31,7.6
19L34,1988-09-01,1.6
19L34,1989-01-30,11.4
19L34,1989-02-27,8.5
19L34,1989-04-04,13.4
19L34,1990-02-02,5.1
19L34,1990-03-30,8
19L34,1990-03-30,8
19L34,1991-01-01,2.5
19L34,1991-01-31,2.5
19L34,1991-02-26,2.2
19L34,1991-03-28,14
19L34,1992-01-30,3.8
19L34,1992-04-02,8.8
19L34,1993-01-26,20.5
19L34,1993-03-30,28.6
19L34,1994-01-31,2.8
19L34,1994-03-31,8.4
19L34,1995-01-30,20.2
19L34,1995-03-28,35.5
19L34,1996-02-03,11.3
19L34,1996-03-26,19
19L34,1997-01-31,28.5
19L34,1997-03-29,21.6
19L34,1998-01-28,11.4
19L34,1998-03-30,25.6
19L34,1999-01-27,11.3
19L34,1999-03-29,17.6
19L34,2000-01-26,8.5
19L34,2000-03-29,15.3
19L34,2001-01-31,5
19L34,2001-03-28,10.5
19L34,2002-02-04,11.3
19L34,2002-03-27,14.4
19L34,2003-01-28,14
19L34,2003-03-28,15.9
19L34,2004-01-31,13.8
19L34,2004-03-24,16.4
19L34,2005-01-27,23.8
19L34,2005-03-31,29.9
19L34,2006-01-25,18.7
19L34,2007-01-30,2.3
19L34,2007-03-28,6.9
19L34,2008-02-02,15.2
19L34,2008-04-01,18.1
19L34,2009-01-28,7.8
19L34,2009-03-25,16.8
19L34,2010-01-31,13.2
19L34,2010-04-06,20.3
19L34,2011-02-02,17.4
19L34,2011-03-29,32.6
19L34,2012-01-26,4.7
19L34,2012-03-29,6.3
19L34,2013-01-29,13.4
19L34,2013-03-26,11
19L34,2014-02-01,3
19L34,2014-02-22,6
19L34,2014-03-30,5.7
19L38,1961-03-01,16.7
19L38,1961-05-01,23
19L38,1961-07-01,27.9
19L38,1961-09-01,23.9
19L38,1962-03-01,18.6
19L38,1962-05-01,48
19L38,1962-07-01,63.4
19L38,1962-09-01,53.9
19L38,1963-03-01,5
19L38,1963-05-01,30
19L38,1963-07-01,33.2
19L38,1963-09-01,61.1
19L38,1964-03-01,18
19L38,1964-05-01,21.8
19L38,1964-07-01,31.4
19L38,1964-09-01,28.6
19L38,1965-03-01,46.3
19L38,1965-05-01,53.2
19L38,1965-07-01,55.9
19L38,1965-09-01,63.2
19L38,1966-03-01,38.1
19L38,1966-05-01,39.3
19L38,1966-07-01,41.7
19L38,1966-09-01,28.1
19L38,1967-03-01,50
19L38,1967-05-01,49
19L38,1967-07-01,64.4
19L38,1967-09-01,91.6
19L38,1968-03-01,19
19L38,1968-05-01,27.9
19L38,1968-07-01,36.6
19L38,1968-09-01,34.7
19L38,1969-03-01,65
19L38,1969-05-01,83
19L38,1969-07-01,97.5
19L38,1969-09-01,95.5
19L38,1970-03-01,30
19L38,1970-05-01,38.2
19L38,1970-07-01,45.8
19L38,1970-09-01,48.6
19L38,1971-03-01,38
19L38,1971-05-01,40.3
19L38,1971-07-01,50.3
19L38,1971-09-01,51.1
19L38,1972-03-01,30
19L38,1972-05-01,41.1
19L38,1972-07-01,34.6
19L38,1972-09-01,45.5
19L38,1973-03-01,35
19L38,1973-05-01,50.2
19L38,1973-07-01,52.8
19L38,1973-09-01,62.8
19L38,1974-03-01,39
19L38,1974-05-01,45
19L38,1974-07-01,53.2
19L38,1974-09-01,63.2
19L38,1975-03-01,18
19L38,1975-05-01,40
19L38,1975-07-01,55.1
19L38,1975-09-01,80.1
19L38,1976-03-01,8
19L38,1976-05-01,13
19L38,1976-07-01,23.1
19L38,1976-09-01,16.8
19L38,1977-03-01,5
19L38,1977-05-01,8
19L38,1977-07-01,14.6
19L38,1977-09-01,4.1
19L38,1978-03-01,46
19L38,1978-05-01,64.4
19L38,1978-07-01,70.4
19L38,1978-09-01,86.2
19L38,1979-01-26,24.3
19L38,1979-02-27,38.6
19L38,1979-03-29,45.7
19L38,1979-09-01,60.4
19L38,1979-12-27,10.5
19L38,1980-02-26,64.6
19L38,1980-03-01,35
19L38,1980-03-26,74.8
19L38,1980-04-25,68.6
19L38,1980-12-27,12.8
19L38,1981-02-02,18.3
19L38,1981-02-27,23.1
19L38,1981-03-30,34.6
19L38,1981-04-28,30.7
19L38,1982-01-29,50.6
19L38,1982-02-23,57.9
19L38,1982-04-08,82.8
19L38,1982-04-27,89.4
19L38,1983-01-25,46.8
19L38,1983-03-04,58.6
19L38,1983-04-01,94.2
19L38,1983-09-01,101.5
19L38,1984-01-25,42.1
19L38,1984-02-28,53.6
19L38,1984-03-27,58.4
19L38,1984-09-01,57.2
19L38,1985-01-29,24.9
19L38,1985-02-25,29.2
19L38,1985-04-01,39
19L38,1985-09-01,28.6
19L38,1986-01-27,26.1
19L38,1986-01-27,26.1
19L38,1986-02-25,66.2
19L38,1986-03-25,75.8
19L38,1986-09-01,80.1
19L38,1987-01-29,8.4
19L38,1987-02-26,17.5
19L38,1987-03-30,23.9
19L38,1987-09-01,11.7
19L38,1988-01-26,22.5
19L38,1988-02-23,23.7
19L38,1988-03-31,22.3
19L38,1988-09-01,11.9
19L38,1989-01-30,25.7
19L38,1989-02-27,27.7
19L38,1989-04-04,42.6
19L38,1990-02-02,17.9
19L38,1990-03-30,36
19L38,1990-03-30,36
19L38,1991-01-01,4
19L38,1991-01-31,4
19L38,1991-03-28,30.3
19L38,1992-01-30,17.7
19L38,1992-02-25,29.7
19L38,1992-04-02,32
19L38,1992-04-30,23.3
19L38,1992-12-31,14.8
19L38,1993-01-26,43.8
19L38,1993-03-30,69
19L38,1994-01-31,8.6
19L38,1994-02-24,19.5
19L38,1994-03-31,26.1
19L38,1994-04-28,24
19L38,1995-01-30,49
19L38,1995-04-25,94.3
19L38,1996-02-03,26.5
19L38,1996-03-02,41.5
19L38,1996-03-26,48.5
19L38,1996-04-25,54.5
19L38,1997-01-07,42.5
19L38,1997-01-27,66.5
19L38,1997-02-25,68.5
19L38,1997-03-29,65.4
19L38,1997-04-28,66.5
19L38,1998-01-28,26
19L38,1998-02-24,66.3
19L38,1998-03-30,63.2
19L38,1999-01-27,28
19L38,1999-03-29,50
19L38,2000-01-26,22.8
19L38,2000-02-28,40.3
19L38,2000-03-29,43.1
19L38,2001-01-31,13.2
19L38,2001-03-28,29.8
19L38,2002-02-04,30.1
19L38,2002-02-26,36.1
19L38,2002-03-27,44.2
19L38,2003-01-28,28
19L38,2003-02-26,31.3
19L38,2003-03-28,37.7
19L38,2004-01-31,27.8
19L38,2004-02-29,42.8
19L38,2004-03-24,40
19L38,2005-01-27,45
19L38,2005-03-31,66.8
19L38,2006-01-25,39
19L38,2006-04-06,79.8
19L38,2007-01-30,13.5
19L38,2007-03-28,27.3
19L38,2007-04-01,29.3
19L38,2008-03-01,37.2
19L38,2008-04-01,40.1
19L38,2009-01-29,23.2
19L38,2009-03-25,45.9
19L38,2010-01-31,32.6
19L38,2010-04-06,50
19L38S,1990-01-01,7.7
19L38S,1990-02-01,18.2
19L38S,1990-03-01,28.2
19L38S,1990-04-01,33.2
19L38S,1990-05-01,31.2
19L38S,1990-06-01,22.2
19L38S,1991-01-01,2.7
19L38S,1991-02-01,3.5
19L38S,1991-03-01,6.8
19L38S,1991-04-01,34
19L38S,1991-05-01,37.1
19L38S,1991-06-01,31.5
19L38S,1992-01-01,13.1
19L38S,1992-02-01,16.1
19L38S,1992-03-01,30.8
19L38S,1992-04-01,35
19L38S,1992-05-01,27.1
19L38S,1992-06-01,0
19L38S,1993-01-01,28.3
19L38S,1993-02-01,54.3
19L38S,1993-03-01,73.3
19L38S,1993-04-01,80.3
19L38S,1993-05-01,66.6
19L38S,1993-06-01,31.5
19L38S,1994-01-01,11.5
19L38S,1994-02-01,15.6
19L38S,1994-03-01,30.8
19L38S,1994-04-01,36.7
19L38S,1994-05-01,34.6
19L38S,1994-06-01,20.9
19L38S,1995-01-01,25.5
19L38S,1995-02-01,55
19L38S,1995-03-01,59
19L38S,1995-04-01,100.2
19L38S,1995-05-01,109.3
19L38S,1995-06-01,104.2
19L38S,1996-01-01,11.1
19L38S,1996-02-01,32.3
19L38S,1996-03-01,48.9
19L38S,1996-04-01,58.9
19L38S,1996-05-01,66.5
19L38S,1996-06-01,54.9
19L38S,1997-01-01,54
19L38S,1997-02-01,77.6
19L38S,1997-03-01,78.7
19L38S,1997-04-01,78.9
19L38S,1997-05-01,71.7
19L38S,1997-06-01,53.1
19L38S,1998-01-01,14.8
19L38S,1998-02-01,38.1
19L38S,1998-03-01,64.7
19L38S,1998-04-01,75.9
19L38S,1998-05-01,83.4
19L38S,1998-06-01,89.1
19L38S,1999-01-01,23
19L38S,1999-02-01,41.4
19L38S,1999-03-01,62.4
19L38S,1999-04-01,69.9
19L38S,1999-05-01,77.5
19L38S,1999-06-01,60.7
19L38S,2000-01-01,8.6
19L38S,2000-02-01,30
19L38S,2000-03-01,53.6
19L38S,2000-04-01,57.6
19L38S,2000-05-01,54.7
19L38S,2000-06-01,49.2
19L38S,2001-01-01,9.8
19L38S,2001-02-01,18.6
19L38S,2001-03-01,31.1
